clipID,studentID,helpRequestCount,attemptCount,rightStepCount,notRightStepCount,wrongStepCount,bugStepCount,DidNotThinkBeforeHelpRequest,ThoughtBeforeHelpRequest,ReadingHelpMessage,ScanningHelpMessage,SearchingForBottomOutHint,ThoughtBeforeStepAttempt,GuessingStep,ThoughtAboutDuringLastStep,ThoughtAboutStepButFlawInProcedure,GuessingStepWithValuesFromProblem,DidNotReadErrorMessage,ReadErrorMessage,ThoughtAboutError,SwitchedContextBeforeRight,RepeatedStep,SameAnswerDifferentContext,SameAnswerSameContextDifferentAction,SimilarAnswerInputs,NotRepeatedStep,DidNotSwitchContext,sameWrongAnswerDifferentContext,repeatedSimilarAnswers,notRightSimilarNotRightSameAnswerDiffContext,repeatedWrongGuessesPattern,notRightSimilarNotRightGuess,bottomOutNotRightSimilarNotRight,notRightSameDiffNotRightContextSwitch,bugSameDiffRightBug,isNotRightSimilarNotRightContextSwitchNotRight,isNotRightContextSwitchNotRightSimilarNotRight,notRightSimilarNotRightQuickHelpNotRight,helpRepeatedNotRightOneSimilar,repeatedNotRightOneSimilarQuickHelp
140093,N668lBbaKFE,0,5,3,2,1,1,0,0,0,0,0,4,0,0,1,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333115,c1zVCHxCEz,0,5,4,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
131963,N5LMy832c47,0,5,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131974,N5LMy832c47,0,5,4,1,0,1,0,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
347602,Fx8d98DRud,1,4,2,2,2,0,0,1,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
292695,N39Uc7ru04l,3,2,2,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
308566,N589M2uPIY4,0,5,3,2,0,2,0,0,0,0,0,4,0,0,1,0,0,2,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
270157,mNzo8mGzu9,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347624,Fx8d98DRud,0,5,3,2,1,1,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11982,N46z59pQP58,0,5,4,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131869,N5LMy832c47,0,5,4,1,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
326428,N7RB2G4NbCn,0,5,4,1,0,1,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
308802,N589M2uPIY4,0,5,0,5,4,1,0,0,0,0,0,3,1,0,1,0,1,0,3,1,2,0,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0
333160,c1zVCHxCEz,1,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344488,f4fNYL73Z2,0,5,4,1,0,1,0,0,0,0,0,3,1,0,1,0,1,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344734,f4fNYL73Z2,0,5,4,1,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262892,M7hLaVJGvX,0,10,6,4,2,2,0,0,0,0,0,3,4,2,0,2,2,0,1,0,2,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0
309113,N589M2uPIY4,1,3,0,3,1,2,0,1,0,0,0,2,0,0,1,0,0,2,3,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
11955,N46z59pQP58,0,5,4,1,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292987,N39Uc7ru04l,2,3,2,1,1,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
217517,tB4vqSxzqo,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233958,N3hSu07XfGd,0,10,8,2,1,1,0,0,0,0,0,4,5,0,1,0,1,0,1,0,0,0,0,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0
385229,oEt3YTvS4G,0,5,2,3,1,2,0,0,0,0,0,4,0,0,1,0,0,2,3,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
254453,CaA0123UJL,0,5,4,1,0,1,0,0,0,0,0,3,0,1,1,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
242989,N6bJ4auIa8L,0,5,2,3,0,3,0,0,0,0,0,3,1,0,1,1,1,2,2,0,0,0,0,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0
362413,LM96hW22T2,3,7,0,7,4,3,2,0,0,2,1,3,4,0,2,1,2,0,1,1,1,0,0,2,6,8,0,1,0,0,1,0,0,0,0,0,1,1,1
292458,N39Uc7ru04l,1,4,0,4,4,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
316530,N77y7iIIXuv,0,5,3,2,1,1,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
316555,N77y7iIIXuv,0,5,4,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
254270,CaA0123UJL,1,4,1,3,2,1,1,0,0,0,0,2,1,0,1,0,0,1,2,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
11681,N46z59pQP58,0,5,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292519,N39Uc7ru04l,1,4,2,2,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
328842,N9eV0EGVC6j,0,5,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333087,c1zVCHxCEz,0,5,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243172,N6bJ4auIa8L,0,5,3,2,1,1,0,0,0,0,0,4,0,0,1,0,0,1,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
262774,M7hLaVJGvX,0,5,2,3,0,3,0,0,0,0,0,1,3,0,0,2,3,0,1,1,1,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
308722,N589M2uPIY4,0,5,0,5,4,1,0,0,0,0,0,3,1,0,1,0,0,1,3,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
390403,XJyS25Yg27,2,2,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270236,mNzo8mGzu9,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308974,N589M2uPIY4,1,4,0,4,4,0,0,1,1,0,0,2,1,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11841,N46z59pQP58,1,4,1,3,3,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
275304,z9svx3mA4s,0,5,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262787,M7hLaVJGvX,1,4,3,1,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262827,M7hLaVJGvX,1,4,3,1,0,1,0,0,0,1,0,3,1,0,1,0,1,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
316280,N77y7iIIXuv,0,5,3,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
362706,LM96hW22T2,1,4,1,3,3,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
275199,z9svx3mA4s,1,4,0,4,1,3,1,0,0,1,0,1,2,0,1,2,1,1,1,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0
163461,N6O31vedZbI,0,5,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362519,LM96hW22T2,1,4,1,3,0,3,1,0,1,0,0,3,0,0,2,0,1,2,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
292588,N39Uc7ru04l,3,7,5,2,0,2,2,1,1,1,1,4,2,0,0,1,2,0,0,2,1,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
328945,N9eV0EGVC6j,0,5,1,4,4,0,0,0,0,0,0,3,1,0,0,0,0,0,2,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140224,N668lBbaKFE,0,5,2,3,1,2,0,0,0,0,0,3,1,0,1,0,0,2,2,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262906,M7hLaVJGvX,0,5,2,3,0,3,0,0,0,0,0,2,1,1,1,2,1,1,1,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
234182,N3hSu07XfGd,1,9,6,3,2,1,1,0,0,1,0,5,3,0,1,0,1,0,0,0,1,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0
282624,N34f4oB5Cod,0,5,4,1,0,1,0,0,0,0,0,2,2,0,0,1,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
347613,Fx8d98DRud,2,3,2,1,1,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
254465,CaA0123UJL,0,5,4,1,0,1,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
347514,Fx8d98DRud,0,5,5,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344671,f4fNYL73Z2,0,5,3,2,0,2,0,0,0,0,0,4,0,0,2,0,0,1,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,N19UbXBlPPK,0,5,4,1,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328886,N9eV0EGVC6j,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270213,mNzo8mGzu9,0,5,2,3,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
316352,N77y7iIIXuv,1,4,4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140335,N668lBbaKFE,1,4,1,3,2,1,1,0,0,0,1,1,2,0,0,1,0,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
308837,N589M2uPIY4,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347442,Fx8d98DRud,1,4,0,4,2,2,0,1,0,0,0,3,0,0,1,0,0,2,4,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
328984,N9eV0EGVC6j,0,5,3,2,1,1,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
242849,N6bJ4auIa8L,0,5,2,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,0,1,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
362577,LM96hW22T2,0,5,1,4,3,1,0,0,0,0,0,3,1,0,1,0,1,0,2,1,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
332940,c1zVCHxCEz,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328856,N9eV0EGVC6j,0,5,5,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131986,N5LMy832c47,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292369,N39Uc7ru04l,1,4,2,2,0,2,0,1,1,0,0,3,0,0,2,0,0,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
292795,N39Uc7ru04l,1,3,2,1,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243014,N6bJ4auIa8L,2,3,1,2,2,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
292855,N39Uc7ru04l,2,2,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
262489,M7hLaVJGvX,0,5,1,4,4,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
316266,N6dGeA2ZpO4,0,5,4,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217259,tB4vqSxzqo,0,5,4,1,0,1,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
390477,XJyS25Yg27,0,5,4,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326474,N7RB2G4NbCn,0,5,3,2,2,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
242907,N6bJ4auIa8L,1,4,2,2,2,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
254328,CaA0123UJL,1,4,0,4,4,0,1,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
344463,f4fNYL73Z2,0,5,4,1,0,1,0,0,0,0,0,4,0,0,1,0,0,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270298,mNzo8mGzu9,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344659,f4fNYL73Z2,0,5,5,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362672,LM96hW22T2,0,5,2,3,0,3,0,0,0,0,0,2,2,0,2,1,1,1,1,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
140423,N668lBbaKFE,0,5,5,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243086,N6bJ4auIa8L,1,4,3,1,1,0,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
270273,mNzo8mGzu9,1,4,3,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
262852,M7hLaVJGvX,0,5,1,4,0,4,0,0,0,0,0,4,0,0,3,0,0,4,4,1,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
234060,N3hSu07XfGd,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347648,Fx8d98DRud,0,5,1,4,3,1,0,0,0,0,0,4,0,0,1,0,0,1,3,1,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11828,N46z59pQP58,0,5,4,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
362508,LM96hW22T2,0,5,4,1,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25241,N5ey2xUDZTA,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326591,N7RB2G4NbCn,0,5,3,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262623,M7hLaVJGvX,2,3,0,3,3,0,1,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
275131,z9svx3mA4s,0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233969,N3hSu07XfGd,0,5,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362749,LM96hW22T2,0,5,0,5,5,0,0,0,0,0,0,2,2,0,0,0,0,0,2,3,0,0,0,1,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0
217412,tB4vqSxzqo,1,4,2,2,2,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
292706,N39Uc7ru04l,2,3,0,3,2,1,1,0,1,0,0,3,0,0,1,0,0,1,2,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
140261,N668lBbaKFE,1,4,1,3,0,3,0,0,0,1,0,3,1,0,2,1,2,1,2,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
344646,f4fNYL73Z2,0,5,5,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140014,N668lBbaKFE,1,4,3,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
243137,N6bJ4auIa8L,1,4,2,2,2,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
140309,N668lBbaKFE,0,5,5,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229739,N0w3IAZa8rQ,0,5,3,2,1,1,0,0,0,0,0,4,0,0,1,0,0,1,2,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
262500,M7hLaVJGvX,1,4,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
362795,LM96hW22T2,0,5,0,5,3,2,0,0,0,0,0,1,3,0,1,0,2,0,1,2,0,0,0,2,4,2,0,1,0,0,1,0,0,0,0,1,0,0,0
316415,N77y7iIIXuv,0,5,2,3,1,2,0,0,0,0,0,4,0,0,2,0,0,1,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
292406,N39Uc7ru04l,3,2,1,1,1,0,0,2,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
243125,N6bJ4auIa8L,0,5,2,3,2,1,0,0,0,0,0,4,0,0,0,0,0,1,3,0,0,0,0,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0
74666,iyLqACAFyl,0,5,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362947,LM96hW22T2,1,4,0,4,2,2,1,0,1,0,0,2,1,0,0,1,2,0,1,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
316608,N77y7iIIXuv,0,5,3,2,1,1,0,0,0,0,0,4,0,0,1,0,0,1,2,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
308711,N589M2uPIY4,0,5,3,2,0,2,0,0,0,0,0,4,0,0,2,0,0,1,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309232,N589M2uPIY4,1,4,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
362760,LM96hW22T2,2,3,0,3,2,1,0,1,1,0,0,1,2,0,1,0,1,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
233904,N3hSu07XfGd,0,5,3,2,0,2,0,0,0,0,0,3,0,1,2,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
293105,N39Uc7ru04l,3,2,2,0,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
163381,N6O31vedZbI,0,5,4,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262815,M7hLaVJGvX,0,5,4,1,0,1,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
257338,ey9rvMnU57,0,5,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282587,N34f4oB5Cod,0,5,2,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
309061,N589M2uPIY4,1,4,2,2,1,1,0,0,0,1,0,3,0,1,1,0,0,1,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262741,M7hLaVJGvX,1,9,3,6,6,0,1,0,1,0,0,2,6,0,0,0,0,0,1,0,2,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
308769,N589M2uPIY4,0,5,0,5,3,2,0,0,0,0,0,3,1,0,1,0,1,1,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344476,f4fNYL73Z2,0,5,1,4,3,1,0,0,0,0,0,4,0,0,1,0,0,1,3,1,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
